text_id,text_authorship,mean,std,count
ai_instructions_1,AI,371.64688644688647,146.22552796108695,7
ai_news_1,AI,404.83660130718954,200.36416496744462,4
human_description_1,human,562.2904784688996,215.3186080483724,4
human_instructions_1,human,353.0372354497354,92.70627172002334,6
